Grapheme	IPA	
b	β	
d	ð	
đ	ð	allophonic d
g	ɣ	
p	p	
t	t	
k	k	
f	ɸ	
þ	θ	
h	x	
l	l	
kʷ	kʷ	
kᵘ̯	kʷ	
r	r	
z	z	
s	s	
m	m	
n	n	
ǣ	ɛː	
a	a	
ō	ɔː	
i	i	
u	u	
e	ɛ	
ī	iː	
ū	uː	
au̯	au̯	
eu̯	ɛu̯	
ai̯	ai̯	
ei	ɛi̯	
w	w	
i̯	j	
j	j	
ȭ	ɔːː	
é	ˈɛ	
ú	ˈu	
ĭ	i	
aⁿ	ã	
v	V/ə	
-	NULL	
^	NULL	
$	NULL	
á	ˈa	
ē	ɛː	
(	NULL	
)	NULL	
hʷ	xʷ	
gʷ	gʷ	
a i	ai̯	
